number1,number2,length1,length2
58160540,7,8,1
49661099,8,8,1
83371340,5,8,1
90437563,8,8,1
51591182,7,8,1
50416250,10,8,1
29175593,10,8,1
41365390,1,8,1
63126584,1,8,1
93488558,7,8,1
48361974,4,8,1
65103391,4,8,1
25360100,4,8,1
63922326,8,8,1
90808876,7,8,1
46280766,9,8,1
78861645,9,8,1
74006255,4,8,1
20672453,3,8,1
11826654,2,8,1
67482389,9,8,1
24103533,1,8,1
58333774,10,8,1
71720787,6,8,1
90322811,5,8,1
41163895,3,8,1
82168903,1,8,1
25961768,10,8,1
61769909,7,8,1
13862576,2,8,1
50522191,10,8,1
98204314,10,8,1
41868078,9,8,1
95260352,2,8,1
57077738,4,8,1
39355674,7,8,1
46212078,2,8,1
77221747,3,8,1
55183638,7,8,1
10024895,8,8,1
75533966,3,8,1
46644383,3,8,1
21032150,1,8,1
43479523,8,8,1
38182810,3,8,1
23540110,4,8,1
49949485,6,8,1
87484864,4,8,1
55778730,5,8,1
40187777,61,8,2
81391759,67,8,2
12950711,10,8,2
28242496,30,8,2
17506632,20,8,2
39159997,94,8,2
44364649,47,8,2
85834698,37,8,2
20824405,55,8,2
32026044,85,8,2
65096000,23,8,2
31268332,67,8,2
90646201,47,8,2
42146260,13,8,2
40967887,46,8,2
30432156,56,8,2
69271628,34,8,2
54978238,80,8,2
86616009,75,8,2
55929435,33,8,2
76243436,26,8,2
36101405,77,8,2
50250853,24,8,2
65453446,79,8,2
40152185,16,8,2
54242236,17,8,2
92329442,99,8,2
50370630,24,8,2
76132844,33,8,2
81744929,90,8,2
80487761,46,8,2
42203673,31,8,2
77007267,98,8,2
89863488,80,8,2
56892387,100,8,2
45651970,30,8,2
85452816,74,8,2
86171999,100,8,2
63588205,21,8,2
50647169,57,8,2
82338640,89,8,2
86279405,18,8,2
65473985,48,8,2
21835324,94,8,2
59671249,21,8,2
33035762,10,8,2
33339847,24,8,2
64510258,89,8,2
57090829,26,8,2
46852817,91,8,2
82849189,57,8,2
77912903,45,8,2
96035352,78,8,2
88923501,43,8,2
93849075,67,8,2
45919315,79,8,2
87338483,52,8,2
21086282,95,8,2
82638088,81,8,2
63227069,39,8,2
52113369,25,8,2
28512401,42,8,2
46964920,53,8,2
32619706,38,8,2
35480834,12,8,2
69042357,13,8,2
66997390,100,8,2
53241135,34,8,2
15160795,60,8,2
79742643,67,8,2
36777921,74,8,2
96493238,64,8,2
98266553,66,8,2
40830245,34,8,2
39868003,79,8,2
98965006,83,8,2
83198748,67,8,2
91849496,47,8,2
16915654,62,8,2
69682232,55,8,2
15254317,95,8,2
14981451,79,8,2
39464530,88,8,2
65437414,16,8,2
38073477,71,8,2
67872957,46,8,2
88077784,52,8,2
83567568,17,8,2
63478107,71,8,2
60238261,93,8,2
91906193,69,8,2
71962439,91,8,2
58970985,98,8,2
99637912,40,8,2
91988500,49,8,2
84726056,87,8,2
84011396,63,8,2
85045293,35,8,2
48228174,77,8,2
89336074,39,8,2
95829572,470,8,3
69509367,447,8,3
72432184,411,8,3
61418779,863,8,3
67831052,561,8,3
18171471,671,8,3
59776609,663,8,3
94494864,668,8,3
76774806,362,8,3
28888773,321,8,3
40089938,141,8,3
84644437,298,8,3
49993444,660,8,3
56043355,264,8,3
73839584,272,8,3
13904223,288,8,3
15053943,629,8,3
24711411,235,8,3
71225164,687,8,3
63890280,762,8,3
79428910,574,8,3
44264592,529,8,3
10419983,605,8,3
18730161,705,8,3
18125168,929,8,3
42904306,518,8,3
85011022,894,8,3
25907198,409,8,3
57428946,633,8,3
48611861,604,8,3
52285388,930,8,3
73271802,977,8,3
90639010,541,8,3
52728523,717,8,3
25738458,473,8,3
68474157,728,8,3
23211102,113,8,3
57482563,818,8,3
92543788,963,8,3
73696067,887,8,3
83657302,382,8,3
31816210,508,8,3
53147271,164,8,3
45135212,849,8,3
52890549,692,8,3
92714125,898,8,3
68177646,148,8,3
68873342,441,8,3
32063584,380,8,3
21096590,705,8,3
63423339,846,8,3
58036310,794,8,3
26403527,278,8,3
10988895,252,8,3
71197335,971,8,3
78860881,650,8,3
63398254,858,8,3
24042119,1000,8,3
61933244,750,8,3
50233297,485,8,3
47173010,112,8,3
20608054,944,8,3
92271063,946,8,3
22260543,158,8,3
66718883,340,8,3
63412172,494,8,3
38167106,996,8,3
70978434,783,8,3
69821469,915,8,3
86069204,608,8,3
16673705,219,8,3
30701516,225,8,3
17611032,329,8,3
33430829,273,8,3
71944834,805,8,3
69639290,591,8,3
29771775,201,8,3
29274837,143,8,3
59098854,867,8,3
76107126,539,8,3
96671887,534,8,3
83802054,891,8,3
19009999,345,8,3
95112449,442,8,3
48121814,348,8,3
17673838,193,8,3
91233195,383,8,3
99689701,925,8,3
84876959,842,8,3
33431297,307,8,3
52308247,877,8,3
50278156,200,8,3
78611511,740,8,3
40742686,871,8,3
28702758,825,8,3
12945682,811,8,3
84890350,514,8,3
33215825,542,8,3
26569773,290,8,3
33177918,885,8,3
61889212,9118,8,4
40138364,7838,8,4
77132751,4835,8,4
44762891,8904,8,4
90267164,2311,8,4
33039028,6502,8,4
77201247,9467,8,4
31571391,4838,8,4
24351314,6162,8,4
54124058,3464,8,4
65905374,3179,8,4
23609320,8939,8,4
26142953,4452,8,4
47499811,3910,8,4
77708445,1831,8,4
15621132,1099,8,4
72725569,9164,8,4
64594150,2973,8,4
78553087,4672,8,4
94649513,8952,8,4
57435797,3074,8,4
95879736,8751,8,4
22025566,5962,8,4
69627053,3228,8,4
20335907,8493,8,4
15699649,4428,8,4
37563297,4756,8,4
94084961,7064,8,4
53090242,6926,8,4
15342960,3096,8,4
56111564,2192,8,4
66178914,4869,8,4
35806494,4412,8,4
15866598,3046,8,4
54996310,3334,8,4
70755822,5880,8,4
58823187,6983,8,4
53006302,9900,8,4
46263632,1863,8,4
58966120,5388,8,4
91543951,7460,8,4
69812932,7063,8,4
43295358,1372,8,4
84314022,6557,8,4
88284002,2126,8,4
52839159,5316,8,4
34965281,1041,8,4
73220590,2369,8,4
54397451,6689,8,4
37459725,7943,8,4
69384927,9066,8,4
34502919,1231,8,4
59277728,1369,8,4
93461978,2995,8,4
36955213,8659,8,4
73728382,8970,8,4
57061481,6912,8,4
32858142,6332,8,4
47966729,8426,8,4
31177426,4779,8,4
87900007,3938,8,4
38727393,6449,8,4
35749332,4439,8,4
17883694,3394,8,4
64602516,5222,8,4
18389911,2630,8,4
26622330,2272,8,4
85052831,7927,8,4
30996808,8577,8,4
25525786,3759,8,4
13826763,5086,8,4
72992682,9138,8,4
88817391,9133,8,4
85522698,4564,8,4
74961332,2418,8,4
15923290,1820,8,4
92716679,4476,8,4
61867722,6239,8,4
65079847,3797,8,4
53914459,9930,8,4
96590405,3875,8,4
20491371,9498,8,4
87135214,6077,8,4
49436095,4301,8,4
54541108,4846,8,4
77522271,8151,8,4
28683778,1186,8,4
60232637,6124,8,4
37956519,4720,8,4
21253469,5697,8,4
81192368,8488,8,4
32925561,4090,8,4
62001327,9648,8,4
99007220,9023,8,4
16826960,9643,8,4
72464677,7961,8,4
77830056,9039,8,4
86246875,2670,8,4
28016210,5710,8,4
77661675,3315,8,4
15270352,51125,8,5
86798708,30251,8,5
39483792,24525,8,5
32681754,40741,8,5
14418183,52642,8,5
26973314,10534,8,5
76599169,61621,8,5
37315163,44082,8,5
12973292,86095,8,5
95760887,29277,8,5
10495489,44204,8,5
59335889,48796,8,5
36582959,48803,8,5
39373751,96936,8,5
32703499,33204,8,5
36885403,49946,8,5
51015073,69384,8,5
68873737,31841,8,5
51722196,77183,8,5
40402857,19384,8,5
75027948,91008,8,5
79843956,54957,8,5
36595413,15646,8,5
25670285,85128,8,5
90771447,75226,8,5
31354751,97334,8,5
46403302,77714,8,5
66356857,31699,8,5
81531557,48340,8,5
20243420,25996,8,5
53871848,10086,8,5
25734033,71848,8,5
64692948,13312,8,5
59760507,76331,8,5
41306623,81921,8,5
36425257,10699,8,5
23574601,62363,8,5
79299314,62185,8,5
49365013,89792,8,5
37667181,89232,8,5
15636835,10860,8,5
37707856,90030,8,5
26490689,28941,8,5
99567659,73944,8,5
87540755,83924,8,5
38990123,33889,8,5
85068112,71234,8,5
22355759,36176,8,5
63599994,48023,8,5
69544279,21775,8,5
65452804,29973,8,5
93322100,61294,8,5
67091240,92531,8,5
96840876,44276,8,5
13938141,48520,8,5
55666041,76939,8,5
61732343,22853,8,5
20233034,16217,8,5
63283081,25546,8,5
93154943,45675,8,5
49294554,41895,8,5
60033971,44009,8,5
94814825,56025,8,5
77542440,18196,8,5
77443503,79419,8,5
22475170,68786,8,5
62009021,78206,8,5
37324255,63175,8,5
77037970,65503,8,5
84956631,16663,8,5
46356089,78722,8,5
77516448,79396,8,5
64953996,72801,8,5
73887321,62768,8,5
83634353,78610,8,5
23176499,24089,8,5
21437865,22554,8,5
98438924,85723,8,5
97831519,51053,8,5
39868298,29067,8,5
67043596,25129,8,5
98876797,28459,8,5
98475115,74448,8,5
44523984,15623,8,5
41498551,69985,8,5
39895293,22616,8,5
11299668,66865,8,5
23631202,87252,8,5
93204412,55279,8,5
40954728,69943,8,5
79240353,27542,8,5
74170345,48064,8,5
64780255,62377,8,5
64327701,80335,8,5
80587432,75216,8,5
98961687,35378,8,5
51603037,24841,8,5
55691594,40341,8,5
95416689,81360,8,5
96464359,19251,8,5
97260959,737917,8,6
10345052,255731,8,6
31675196,195586,8,6
27797490,525881,8,6
47740810,276765,8,6
24809114,165501,8,6
15561969,386976,8,6
59779391,299458,8,6
30221098,403784,8,6
88051433,204503,8,6
51326715,875841,8,6
41161590,167041,8,6
50602150,137960,8,6
87530050,427469,8,6
92591041,494639,8,6
64412108,139724,8,6
61690551,639193,8,6
99217144,338993,8,6
13882403,182859,8,6
61235245,943525,8,6
74120915,749399,8,6
44381474,270497,8,6
49607975,806720,8,6
42150314,133213,8,6
74897983,931741,8,6
28005618,992204,8,6
81923798,126685,8,6
29806341,734684,8,6
72531076,317054,8,6
86734173,877637,8,6
39325092,723033,8,6
20012457,957562,8,6
86087034,971217,8,6
79849454,117095,8,6
21644603,269605,8,6
15393336,607391,8,6
19292038,844979,8,6
25995943,901925,8,6
63456982,678327,8,6
84627754,585511,8,6
56932151,919585,8,6
65876719,861377,8,6
94744324,992290,8,6
24183576,769498,8,6
55994924,181279,8,6
29687616,812448,8,6
92120085,452516,8,6
11980349,558064,8,6
83513034,466507,8,6
80247634,792095,8,6
66290873,400093,8,6
26816995,437837,8,6
57537014,759802,8,6
17583098,789388,8,6
25090714,505183,8,6
79841074,845747,8,6
15426964,950413,8,6
69853467,422605,8,6
86727967,890507,8,6
64121157,837806,8,6
42660551,902887,8,6
60900331,118086,8,6
13730737,844799,8,6
23434457,469670,8,6
49155304,524208,8,6
22534750,654677,8,6
18242424,910967,8,6
76623174,732805,8,6
58373433,428062,8,6
27454893,125766,8,6
57781409,924387,8,6
63253483,394847,8,6
13135054,169914,8,6
76117544,407835,8,6
64996033,803382,8,6
90159590,481198,8,6
98152341,752966,8,6
99626056,205344,8,6
63869579,162905,8,6
15205257,291589,8,6
90447572,706802,8,6
22868173,347588,8,6
14387489,630289,8,6
78011466,788139,8,6
57146549,750309,8,6
50625861,933555,8,6
43866500,531612,8,6
10019853,620574,8,6
33796835,161496,8,6
53413868,406389,8,6
39471234,250629,8,6
86439866,780422,8,6
48898242,412005,8,6
26982665,758966,8,6
21469017,468347,8,6
82127721,366084,8,6
70996027,478730,8,6
88108734,377237,8,6
22219833,734668,8,6
56129229,505390,8,6
56062343,3603287,8,7
63781218,6160291,8,7
66676439,7739121,8,7
71151267,8593862,8,7
23355689,7443091,8,7
76100802,8630130,8,7
47366937,4437691,8,7
27119684,5671209,8,7
58347997,6311534,8,7
73497021,5199860,8,7
61509653,1669352,8,7
97774555,4147094,8,7
80093973,2043096,8,7
52932221,6289966,8,7
48266177,7975077,8,7
46503962,2928628,8,7
59257028,5400206,8,7
38787138,3007208,8,7
92367704,2003731,8,7
58706988,5890979,8,7
11179444,3510510,8,7
33999583,4255517,8,7
30933058,3264238,8,7
46859841,7584954,8,7
54975105,3050905,8,7
47871368,5774203,8,7
38281735,1944782,8,7
41016207,1689342,8,7
43439282,7258358,8,7
25832507,4063034,8,7
90643728,4090626,8,7
88773689,7252069,8,7
22596189,2780492,8,7
78944905,5985417,8,7
83984612,4055921,8,7
78926950,7196134,8,7
20184099,9346657,8,7
81416788,4201935,8,7
24711044,3606213,8,7
66406037,8403152,8,7
10428991,9184602,8,7
97770130,3760129,8,7
66192112,7786449,8,7
77956536,6676121,8,7
40206614,9373340,8,7
51584929,8232073,8,7
97292113,9341807,8,7
73884952,2691422,8,7
70361578,7024704,8,7
17431367,3940864,8,7
87625851,3871716,8,7
90975120,1496592,8,7
15310715,6287117,8,7
81448357,5230939,8,7
12162571,8882308,8,7
44162809,1547490,8,7
62740552,9340203,8,7
92700499,2337795,8,7
76902971,3206346,8,7
70605672,1776344,8,7
17110462,3468116,8,7
64013736,6690960,8,7
39738656,6349346,8,7
21508631,5117871,8,7
52677657,8213686,8,7
20736138,8733091,8,7
18310232,5092059,8,7
62937792,6494938,8,7
77923776,6400950,8,7
90336516,1390456,8,7
38995728,1148934,8,7
51786335,3567875,8,7
19000602,7508497,8,7
66610003,3555411,8,7
32216172,2692304,8,7
70507517,8088181,8,7
19844622,5671064,8,7
61873768,5020699,8,7
89149804,6045893,8,7
70326537,8792740,8,7
25773050,9251726,8,7
40307266,7516308,8,7
62299174,9304534,8,7
16154268,5478838,8,7
19726878,8420341,8,7
34416246,6341427,8,7
27541082,2885482,8,7
69714771,3152756,8,7
44686065,6318611,8,7
34615268,5860929,8,7
23602709,4703996,8,7
80861586,5171722,8,7
15523318,4149683,8,7
69359879,8515738,8,7
21070995,7493555,8,7
38881952,3406732,8,7
91919631,1335706,8,7
37691380,8217321,8,7
29447525,2152176,8,7
25993386,3799572,8,7
48588975,74825598,8,8
56043914,85775408,8,8
69769410,23048922,8,8
71116749,15363166,8,8
48271687,73351237,8,8
60508138,80913781,8,8
14446252,10499981,8,8
88202348,53017342,8,8
27898046,77756928,8,8
23733326,84776650,8,8
98493311,61638996,8,8
53935835,15565968,8,8
51995525,70638110,8,8
37496321,39520013,8,8
70109799,26554900,8,8
14874603,72710138,8,8
17582883,56196703,8,8
49399687,86681918,8,8
56239112,69778671,8,8
90235434,19491242,8,8
15918671,50099542,8,8
72658871,86428657,8,8
82141671,14974477,8,8
61079191,63441369,8,8
74949482,34493656,8,8
16060549,43845000,8,8
45399348,84472204,8,8
47238766,12873438,8,8
83920567,54801289,8,8
92421303,89115360,8,8
24310040,46392997,8,8
99748264,15291400,8,8
72165034,67227567,8,8
55450621,78379158,8,8
55634010,21631442,8,8
42404318,69428734,8,8
49501266,76835046,8,8
33774812,28369348,8,8
89436728,90361502,8,8
44391738,20732885,8,8
83041616,90668799,8,8
13076587,29085125,8,8
85235310,46702648,8,8
83404560,33911454,8,8
19145009,15240664,8,8
34233938,28543994,8,8
97212734,33722576,8,8
56516719,32475794,8,8
18209105,45594824,8,8
99831573,19560587,8,8
90353270,41313886,8,8
39010075,57223167,8,8
80346577,30096680,8,8
71502782,65467581,8,8
28066621,59399818,8,8
14049494,23593446,8,8
40283778,71327064,8,8
80072037,60989656,8,8
59366689,99224719,8,8
91788070,65012540,8,8
20629354,27760343,8,8
94493100,46979502,8,8
32338180,43804943,8,8
35214190,36193907,8,8
54980390,14603409,8,8
75695976,65814727,8,8
90456774,73672493,8,8
77083806,25480467,8,8
37398052,41486790,8,8
34567023,71344219,8,8
49531845,77208818,8,8
87977252,86540030,8,8
20430979,53045085,8,8
39145120,14854398,8,8
88291505,24966344,8,8
16006973,48587334,8,8
48964730,64914318,8,8
96195801,99320186,8,8
33485240,51118279,8,8
41211621,79604649,8,8
71953832,75874938,8,8
48701983,58338079,8,8
74651378,93036728,8,8
46715295,90911888,8,8
31905900,15492472,8,8
51490915,91865944,8,8
46068942,99016519,8,8
59491709,14511601,8,8
52185031,60620803,8,8
22081307,10601947,8,8
78377396,37471621,8,8
28993442,63566670,8,8
13416372,50903796,8,8
66099426,64110428,8,8
81279645,81152810,8,8
78208747,84349390,8,8
86850662,34526107,8,8
94855458,97701760,8,8
21131451,50180921,8,8
87720453,70604988,8,8
99269620,651373665,8,9
58364240,228249330,8,9
94130118,346329491,8,9
12027690,371241063,8,9
90613248,709958850,8,9
53732005,362694983,8,9
34196729,571925936,8,9
32730673,723067328,8,9
89805878,678726333,8,9
78678605,278450874,8,9
46947397,750556579,8,9
41754579,641338808,8,9
38188675,941211387,8,9
13569887,122601810,8,9
45605859,910912228,8,9
70344348,312376014,8,9
65372319,716513299,8,9
95116399,795779047,8,9
37943676,276019881,8,9
63500028,307818550,8,9
38405266,540759078,8,9
75748558,736901830,8,9
51044951,373145897,8,9
14716252,172803834,8,9
68701914,893970050,8,9
65092075,622410708,8,9
67191853,597666339,8,9
60085981,451078347,8,9
25455707,421877684,8,9
10443192,538338250,8,9
84698427,202004675,8,9
41714426,401915722,8,9
13002300,437685529,8,9
91437143,597411816,8,9
31644763,984277505,8,9
73949714,950877811,8,9
29137170,766748804,8,9
30725105,152556449,8,9
59097924,151165599,8,9
80848345,445773851,8,9
65218285,562341890,8,9
85225822,299638226,8,9
52720285,365802818,8,9
16358204,562295930,8,9
77881968,288672730,8,9
17026326,412723819,8,9
28210239,121038293,8,9
48599758,834458937,8,9
50361959,918590103,8,9
63457026,793729668,8,9
59854305,316152664,8,9
92901523,873959079,8,9
55441762,232654065,8,9
70209324,878400135,8,9
64302259,794462555,8,9
81210866,143648733,8,9
36178121,688319730,8,9
10184900,362316641,8,9
40544881,200400635,8,9
10355331,111372927,8,9
84995091,303257434,8,9
17836765,123693750,8,9
62424641,424694648,8,9
31899839,396485765,8,9
98378667,153883166,8,9
61258789,699809857,8,9
57954961,438628522,8,9
44271896,198676224,8,9
86641203,713191882,8,9
54242361,455795515,8,9
66718240,936824107,8,9
95500929,715465901,8,9
47490918,561166764,8,9
31514967,951379376,8,9
65407154,575040346,8,9
87636285,792909128,8,9
30699986,975893973,8,9
54773838,752672199,8,9
62966771,436875347,8,9
19340210,928428505,8,9
30114058,249264045,8,9
90031124,368613609,8,9
60270696,145050809,8,9
87292236,802503985,8,9
42072932,673415960,8,9
43697785,987096841,8,9
28982837,300580812,8,9
61116367,268066609,8,9
39427896,108330291,8,9
37560617,779584921,8,9
68089247,804059486,8,9
94390113,866979234,8,9
12233017,485970844,8,9
86635561,814603976,8,9
17136648,716577002,8,9
21058742,720222547,8,9
95657978,977980653,8,9
59853088,873774619,8,9
93428185,571227505,8,9
79566164,339056657,8,9
22575828,8380947713,8,10
44393261,7430418932,8,10
13465981,6128129946,8,10
85276533,7171154466,8,10
94411358,9971018513,8,10
54292544,8581122826,8,10
23483311,7174435785,8,10
54815702,9557109253,8,10
77382618,9230828020,8,10
82395682,8026981791,8,10
69302953,2339807750,8,10
17197100,1258040856,8,10
75163225,2881759903,8,10
18790583,4801791590,8,10
60928563,9678651405,8,10
55550749,4000025948,8,10
12039596,2597693306,8,10
22266646,7175508349,8,10
18356041,2947516662,8,10
93609806,3973299717,8,10
89370193,2040121109,8,10
39191406,7094919676,8,10
37577258,3804613529,8,10
15803309,4637136030,8,10
45055554,9645849667,8,10
44074233,3455349428,8,10
51571978,1846670598,8,10
38826225,1887278512,8,10
23815977,4009359324,8,10
12583018,4346857324,8,10
73905713,7629146668,8,10
86375372,5395824353,8,10
59476651,8671207604,8,10
60084008,6049201804,8,10
70092420,7734744183,8,10
59331854,4054608113,8,10
43947695,4616745522,8,10
64060035,6009659545,8,10
19465623,7186601869,8,10
28847382,6353177717,8,10
57445470,5130564667,8,10
46473981,7450785841,8,10
64032804,9482307358,8,10
82159437,8095611023,8,10
75149112,8118363016,8,10
58949319,1121835240,8,10
56304937,7829189940,8,10
10899000,7843953634,8,10
90045960,2203784706,8,10
39702168,9466877679,8,10
79523842,7721002433,8,10
72732046,2523880888,8,10
12052436,8179173924,8,10
14321688,8180001883,8,10
50284706,9787963136,8,10
25214205,2208103672,8,10
12504884,1277562822,8,10
22699352,8745130604,8,10
51814719,1865111418,8,10
22653140,1054482613,8,10
23333275,9610946462,8,10
66497048,3698941557,8,10
59581528,8909253909,8,10
45305080,6962282656,8,10
76778910,4775942204,8,10
29348875,8726565394,8,10
93173770,4691689319,8,10
10271540,5425088885,8,10
54872403,4548257984,8,10
60632949,6732495388,8,10
13405888,4986856700,8,10
33093549,5743004238,8,10
71329744,2517384242,8,10
71120050,2713147725,8,10
68550157,7611544167,8,10
85576911,5332908616,8,10
19826475,9563338868,8,10
46677790,7348017534,8,10
89767658,9255489389,8,10
26478248,9489674116,8,10
69913010,8738707235,8,10
97512650,9589866128,8,10
65302250,4576725610,8,10
20537126,1292811700,8,10
44359716,1691156689,8,10
61281538,5827093353,8,10
58846185,3034521343,8,10
92373476,8891398360,8,10
94965150,2225407039,8,10
30339323,6711100027,8,10
74666862,3109359629,8,10
65534018,1459202428,8,10
93582648,2808830047,8,10
48562905,7381482655,8,10
24710270,9726800841,8,10
16175233,5428439718,8,10
11013720,1555219325,8,10
33346214,2153820465,8,10
19403398,7955150049,8,10
50359393,5037617267,8,10
607367974,6,9,1
647156687,5,9,1
296650262,10,9,1
626076292,3,9,1
182120014,7,9,1
295144796,5,9,1
266416375,5,9,1
586808145,10,9,1
900195347,1,9,1
543672011,8,9,1
152050797,10,9,1
781072203,8,9,1
880537451,1,9,1
428105406,1,9,1
408342155,6,9,1
378385388,4,9,1
593909523,2,9,1
434484561,6,9,1
254283690,2,9,1
836197991,3,9,1
114223210,7,9,1
447977246,3,9,1
714807899,2,9,1
150384051,1,9,1
437067340,10,9,1
768381924,3,9,1
845820703,3,9,1
191800647,3,9,1
263933182,6,9,1
429051789,5,9,1
612517407,1,9,1
664505531,10,9,1
648589344,3,9,1
439424368,7,9,1
835743248,3,9,1
916939809,9,9,1
935154506,7,9,1
272236564,10,9,1
231070063,4,9,1
334618248,4,9,1
187839260,7,9,1
697436496,9,9,1
841234493,2,9,1
600261771,4,9,1
831933522,3,9,1
312514456,6,9,1
418881473,6,9,1
780864792,8,9,1
700147897,1,9,1
230315969,6,9,1
336668832,2,9,1
486912845,4,9,1
496374372,5,9,1
214006436,2,9,1
301852170,8,9,1
539924230,5,9,1
933959989,2,9,1
596954014,3,9,1
958269911,8,9,1
893697565,9,9,1
882624000,10,9,1
294424458,3,9,1
741503702,10,9,1
190999748,10,9,1
166911544,7,9,1
124505476,10,9,1
431953630,2,9,1
476802130,7,9,1
757790905,4,9,1
169637799,4,9,1
142047608,6,9,1
171471332,10,9,1
327035558,5,9,1
738816466,5,9,1
443832466,3,9,1
878676299,8,9,1
428614675,10,9,1
878051450,4,9,1
465721203,4,9,1
273038448,5,9,1
117486434,9,9,1
186265352,1,9,1
472308464,3,9,1
836241383,1,9,1
587914745,6,9,1
633492074,9,9,1
506592972,7,9,1
455722939,9,9,1
508687979,8,9,1
228560492,1,9,1
743122628,3,9,1
739022483,2,9,1
696989731,6,9,1
179254769,4,9,1
206904024,8,9,1
196655437,9,9,1
612486000,5,9,1
717861569,1,9,1
748111562,5,9,1
334513580,3,9,1
546459475,34,9,2
314507731,98,9,2
684874436,22,9,2
256733305,71,9,2
643957805,93,9,2
208606702,84,9,2
335709833,94,9,2
809451904,32,9,2
643822838,89,9,2
866646237,50,9,2
545401550,99,9,2
344202969,40,9,2
822991418,16,9,2
322348905,43,9,2
308539904,69,9,2
567105144,61,9,2
518632618,50,9,2
757698062,44,9,2
119095720,63,9,2
186379654,98,9,2
420656603,45,9,2
500723276,34,9,2
451305553,13,9,2
980644645,41,9,2
887893307,95,9,2
485887553,18,9,2
226871928,44,9,2
998239384,37,9,2
261024583,99,9,2
204989397,97,9,2
336182674,76,9,2
784359986,39,9,2
801414683,98,9,2
310303881,69,9,2
124319659,59,9,2
342465297,38,9,2
304334059,93,9,2
252442896,23,9,2
550938113,58,9,2
152115230,48,9,2
543771347,29,9,2
868759558,74,9,2
209928648,97,9,2
462632011,32,9,2
529261320,38,9,2
562093114,54,9,2
499774503,27,9,2
288921708,36,9,2
732733206,28,9,2
896541767,49,9,2
286147314,88,9,2
749102499,99,9,2
685117866,41,9,2
386728680,86,9,2
694588383,98,9,2
637057803,33,9,2
359874844,81,9,2
947360818,77,9,2
616952079,97,9,2
340993323,28,9,2
367985812,10,9,2
596680539,69,9,2
932594729,62,9,2
411516163,21,9,2
178543166,53,9,2
503067903,42,9,2
360542955,51,9,2
136121431,47,9,2
556450448,23,9,2
785107393,81,9,2
454926378,83,9,2
729290046,94,9,2
180246963,42,9,2
461765371,70,9,2
891787063,87,9,2
745592967,32,9,2
806088732,87,9,2
496376771,27,9,2
592006128,53,9,2
268916970,33,9,2
677418977,29,9,2
488727756,14,9,2
599322218,30,9,2
914237088,87,9,2
472066650,71,9,2
274520559,89,9,2
119878939,90,9,2
754407119,57,9,2
629859710,48,9,2
153986056,13,9,2
262048516,10,9,2
973680804,55,9,2
870042692,40,9,2
871145680,50,9,2
152958496,36,9,2
663968602,14,9,2
800932296,29,9,2
119337678,14,9,2
964387065,62,9,2
790415133,90,9,2
123323242,205,9,3
663335151,374,9,3
491431469,864,9,3
255201391,650,9,3
265414813,433,9,3
279612754,676,9,3
203425483,344,9,3
265762501,729,9,3
521469535,860,9,3
862324113,107,9,3
712987953,794,9,3
895683551,891,9,3
214291518,179,9,3
945279449,549,9,3
400664877,590,9,3
864646352,928,9,3
377369988,554,9,3
732661532,833,9,3
670719696,624,9,3
714318293,233,9,3
673865206,176,9,3
779781621,485,9,3
233589175,919,9,3
191740221,524,9,3
176219491,586,9,3
589351514,913,9,3
451484161,934,9,3
702482697,677,9,3
442445959,374,9,3
204847745,762,9,3
912828452,242,9,3
365427367,257,9,3
289205708,595,9,3
911782122,331,9,3
535070258,182,9,3
308403211,895,9,3
663954411,689,9,3
805573027,993,9,3
495371736,517,9,3
224342572,313,9,3
649316228,417,9,3
413724913,554,9,3
238710392,241,9,3
829528803,264,9,3
619601381,887,9,3
777613038,562,9,3
984386773,243,9,3
283386623,784,9,3
287113657,366,9,3
583068226,806,9,3
768725881,361,9,3
949837239,926,9,3
855006725,761,9,3
858623440,181,9,3
186443344,413,9,3
398076405,878,9,3
252404956,774,9,3
882513240,971,9,3
441257486,375,9,3
109601762,349,9,3
949438181,661,9,3
849463437,285,9,3
526047364,964,9,3
231546800,634,9,3
597173983,648,9,3
331254828,157,9,3
969238351,601,9,3
495452012,106,9,3
889241738,981,9,3
233890411,585,9,3
244911591,470,9,3
666525973,846,9,3
489208048,486,9,3
685959581,576,9,3
329139593,762,9,3
212189236,422,9,3
404942286,863,9,3
902439885,210,9,3
278270413,320,9,3
579876316,319,9,3
160129098,275,9,3
543927965,644,9,3
877237442,121,9,3
147741799,790,9,3
610066434,505,9,3
519550164,267,9,3
980420434,421,9,3
295028267,530,9,3
517073017,360,9,3
638035032,504,9,3
218514760,266,9,3
596709121,831,9,3
985096356,555,9,3
886420877,407,9,3
620515583,568,9,3
914819077,622,9,3
515116431,247,9,3
561905991,419,9,3
551102497,817,9,3
846974888,108,9,3
406291152,3025,9,4
125871047,4954,9,4
563068340,2546,9,4
827642146,9051,9,4
726613505,9240,9,4
632577272,2087,9,4
131983170,3636,9,4
377823397,6100,9,4
136304160,4843,9,4
793276460,2041,9,4
905899135,5150,9,4
134165158,6332,9,4
530998112,1191,9,4
741951538,1175,9,4
484539877,7552,9,4
103658866,4295,9,4
911329068,7401,9,4
504421685,1572,9,4
326683110,9152,9,4
669144161,5698,9,4
121244929,2311,9,4
567745213,4804,9,4
250819687,1745,9,4
354481282,7035,9,4
253310748,6398,9,4
515150434,2670,9,4
965617759,3496,9,4
